Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Approved LMIAs,Approved Positions,NOC Code
British Columbia,Permanent Resident Only,Accurate Aluminum Ltd.,"Burnaby,  BC V5E 1C4",Administrative officers,Unknown,1,1,1221
British Columbia,Permanent Resident Only,Acme Transport Ltd,"Surrey,  BC V3W 4E9",Administrative officers,Unknown,1,1,1221
British Columbia,Permanent Resident Only,Acme Transport Ltd,"Surrey,  BC V3W 4E9",Accounting technicians and bookkeepers,Unknown,1,1,1311
British Columbia,Permanent Resident Only,Adanac Recovery Ltd.,"Victoria,  BC V8X 1J7",Other services supervisors,Unknown,1,1,6316
British Columbia,Permanent Resident Only,Adler Hospitality Ltd.,"North Vancouver,  BC V7M 2H9",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Advent Academic Services Ltd,"Surrey,  BC V3S 5K7",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Affinity Security Ltd.,"Surrey,  BC V3W 1C3",Other services supervisors,Unknown,1,1,6316
British Columbia,Permanent Resident Only,Aidan'S,"Vancouver,  BC V6E  2E","Senior managers - trade, broadcasting and other services, n.e.c.",Corporation,1,1,0015
British Columbia,Permanent Resident Only,Al Baik Foods Ltd,"Surrey,  BC V3W 2P2",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,All Clean Janitorial Services Ltd.,"Harrison Hot Springs,  BC V0M 1K0",Cleaning supervisors,Unknown,1,1,6315
British Columbia,Permanent Resident Only,All Stars Motor Inn,"Burnaby,  BC V5C 3Y6",Accommodation service managers,Unknown,1,1,0632
British Columbia,Permanent Resident Only,Alldo Construction Ltd.,"Surrey,  BC V3T 5S4",Carpenters,Unknown,1,1,7271
British Columbia,Permanent Resident Only,Ambrosia And R.S Events Ltd,"Victoria,  BC V8W 1R6",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Ampvic Development  Inc.,"Langley,  BC V2Y 2K2",Restaurant and food service managers,Unknown,1,1,0631
British Columbia,Permanent Resident Only,Ampvic Development  Inc.,"Langley,  BC V2Y 2K2",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,Apl Enterprise Ltd.,"Coquitlam,  BC V3K 6P9",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,Apna Chaat House & Restaurant Inc.,"Surrey,  BC V3W 3N1",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Ara Truck & Trailer Repair Ltd.,"Abbotsford,  BC V2S 8B6",Administrative officers,Unknown,1,1,1221
British Columbia,Permanent Resident Only,Arjan Liquor Enterprises Ltd.,"Delta,  BC V4C 2R3",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,Asa Ji Enterprises Ltd-1,"Burnaby,  BC V5J 1B8",Retail sales supervisors,Unknown,2,2,6211
British Columbia,Permanent Resident Only,Aspire Drywall Ltd.,"Nanaimo,  BC V9T 1P1",Carpenters,Unknown,1,1,7271
British Columbia,Permanent Resident Only,Atlas Auto Body Ltd,"Surrey,  BC V3W 4H7",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Aurora Borealis Food Inc.,"Delta,  BC V4K 1W4",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,B2 Immigration Inc,"Abbotsford,  BC V2T 1W4",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Bayside Inn & Pub Ltd,"Alert Bay,  BC V0N 1A0",Administrative officers,Unknown,1,1,1221
British Columbia,Permanent Resident Only,Bc Burger Company Ltd.,"Vancouver,  BC V6C 3L6",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Bc Burger Company Ltd.,"Vancouver,  BC V6C 3L6",Cooks,Unknown,1,1,6322
British Columbia,Permanent Resident Only,Bc New Style Painting Ltd.,"Surrey,  BC V3W 1L4",Painters and decorators (except interior decorators),Unknown,1,1,7294
British Columbia,Permanent Resident Only,Bert'S Electric (2001) Ltd.,"Aldergrove,  BC V4W 2W6","Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1,1215
British Columbia,Permanent Resident Only,Blackbird Security Inc.,"Vancouver,  BC V6H 3V9",Other services supervisors,Unknown,3,3,6316
British Columbia,Permanent Resident Only,"Blue Bird Travel, Inc.","Burnaby,  BC V3N 4R7",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Blue Sky Plumbing & Heating Ltd.,"Surrey,  BC V3R 5R9",Plumbers,Unknown,1,1,7251
British Columbia,Permanent Resident Only,Bme Foods Ltd.,"Vancouver,  BC V7Y 1A1",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Bombay Brow Bar Inc,"Vancouver,  BC V6B 2T4",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,Bombay Kitchen Ltd.,"Vancouver,  BC V5L 3W9",Cooks,Unknown,1,1,6322
British Columbia,Permanent Resident Only,Boyal Enterprises Ltd.,"Abbotsford,  BC V2T 1T7",Accounting technicians and bookkeepers,Unknown,1,1,1311
British Columbia,Permanent Resident Only,Broadway Pizza Ltd.,"Vancouver,  BC V6K 2G4",Cooks,Unknown,1,2,6322
British Columbia,Permanent Resident Only,Brown Bros Framing And Drywall Ltd,"Surrey,  BC V3W 4G2",Construction managers,Unknown,1,1,0711
British Columbia,Permanent Resident Only,Budget Insulation & Drywall Ltd.,"Surrey,  BC V3W 5T3",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Canadian Punjab Times Inc,"Surrey,  BC V3X 2C7",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Canamex Global Distribution Services Inc.,"Delta,  BC V3M 5R6","Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1,1215
British Columbia,Permanent Resident Only,Canamex Global Distribution Services Inc.,"Delta,  BC V3M 5R6",Administrative officers,Unknown,1,1,1221
British Columbia,Permanent Resident Only,Care & Cure Rehab Inc,"Delta,  BC V4C 6R2",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Caterina Restaurant Corp,"Burnaby,  BC V5J 5G6",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Century Twenty-One Gas & Heating Co. Ltd.,"Surrey,  BC V3Z 1G2",Plumbers,Unknown,1,1,7251
British Columbia,Permanent Resident Only,Chhina Ent. Ltd.,"Surrey,  BC V3S 1A1",Retail sales supervisors,Unknown,3,3,6211
British Columbia,Permanent Resident Only,Chirag Nagpal Personal Real Estate Corporation,"Surrey,  BC V3S 3L4",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Cobbett & Cotton Law Corporation,"Burnaby,  BC V5C 6P6",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Columbia Dungeness Crab Limited,"Richmond,  BC V6V 1Z4",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Consider Everything Immigration Inc,"Surrey,  BC V2W 7K2","Professional occupations in advertising, marketing and public relations",Unknown,1,1,1123
British Columbia,Permanent Resident Only,Coogee International Corp.,"Coquitlam, , BC V3H 4E2",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Crc Drugs,"Richmond,  BC V7C 0A5",Medical administrative assistants,Corporation,1,1,1243
British Columbia,Permanent Resident Only,Crew Transportation Ltd,"Coquitlam,  BC V3K 6Z3",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Crispy Falafel Inc,"Surrey,  BC V4P 1H5",Cooks,Unknown,1,1,6322
British Columbia,Permanent Resident Only,Cross The Road Restaurants Ltd,"Vancouver,  BC V6A 1X4",Cooks,Unknown,1,1,6322
British Columbia,Permanent Resident Only,Crown Distributors Ltd.,"Surrey,  BC V3W 5V9",Accounting technicians and bookkeepers,Unknown,1,1,1311
British Columbia,Permanent Resident Only,Cvc Sling Shot Transportation Inc.,"Delta,  BC V3M 5V9",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Danica Imports Ltd.,"Vancouver,  BC V5Y 1M4",Accounting technicians and bookkeepers,Unknown,1,1,1311
British Columbia,Permanent Resident Only,Deepti Chhabra Physiotherapist Corporation,"Delta,  BC V4C 2W4",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Deploy Security Ltd.,"Surrey,  BC V3S 3L4",Administrative officers,Unknown,1,1,1221
British Columbia,Permanent Resident Only,Desh Malwa Constructing Ltd,"Victoria,  BC V9B 3R2","Plasterers, drywall installers and finishers and lathers",Unknown,1,1,7284
British Columbia,Permanent Resident Only,Dhanti Investments Ltd.,"Surrey,  BC V4N 3G4",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Disdero Sales Ltd,"Richmond,  BC V7A 5J5",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,Divine Touch Restaurant Inc. Dba Subway,"100 Mile House,  BC V0K 2E0",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Dj Lumping Services Inc,"Surrey,  BC V3R 3B2","Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1,1215
British Columbia,Permanent Resident Only,Dj Lumping Services Inc,"Surrey,  BC V3R 3B2",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Doan Pharmacy Ltd.,"New Westminster,  BC V3M 1B9",Other assisting occupations in support of health services,Unknown,1,1,3414
British Columbia,Permanent Resident Only,D-Plus Kg Pizza Ltd,"Surrey,  BC V3T 2W6",Cooks,Unknown,1,1,6322
British Columbia,Permanent Resident Only,"Dr. Hardip S. Thind, Optometric Corporation Dba Coquitlam Centre Eyecare","Coquitlam,  BC V3B 5R5",Medical administrative assistants,Unknown,1,1,1243
British Columbia,Permanent Resident Only,Dr. Jimmy K.H. Chan Inc.,"North Vancouver,  BC V7J 3H2",Dental hygienists and dental therapists,Unknown,1,1,3222
British Columbia,Permanent Resident Only,Dr. Julie Wilson Inc.,"Richmond,  BC V7C 1T4",Medical administrative assistants,Unknown,1,1,1243
British Columbia,Permanent Resident Only,Eagle Creek Ventures Inc,"Victoria,  BC V8Z 5G5",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Eat Well Ethnic Foods Inc,"Richmond,  BC V6V 1X4","Supervisors, food, beverage and associated products processing",Unknown,1,1,9213
British Columbia,Permanent Resident Only,Eighty Five Lube Services Inc.,"Burnaby,  BC V5B 1S7",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,Eternity Transport Ltd,"Langley,  BC V4W 2X6","Supervisors, finance and insurance office workers",Unknown,1,1,1212
British Columbia,Permanent Resident Only,Eternity Transport Ltd,"Langley,  BC V4W 2X6",Accounting technicians and bookkeepers,Unknown,1,1,1311
British Columbia,Permanent Resident Only,Euroline Windows,"Detla,  BC V4G 1N2","Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1,1215
British Columbia,Permanent Resident Only,European Auto Repair Ltd.,"Surrey,  BC V4N 1B4","Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,7321
British Columbia,Permanent Resident Only,European Natural Solutions Inc.,"Surrey,  BC V3Z 0C6",Business development officers and marketing researchers and consultants,Unknown,1,1,4163
British Columbia,Permanent Resident Only,Evergreen Pro Siding Ltd.,"Surrey,  BC V3S 3Y8",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Eye Immigration Inc.,"Surrey,  BC V3T 5V3",Accounting technicians and bookkeepers,Unknown,1,1,1311
British Columbia,Permanent Resident Only,Ezz Cutz Ltd,"Surrey,  BC V3W 4E9",Hairstylists and barbers,Unknown,1,1,6341
British Columbia,Permanent Resident Only,Fade Factory Ltd.,"Surrey,  BC V3W 1R1",Hairstylists and barbers,Unknown,2,2,6341
British Columbia,Permanent Resident Only,Fast Auto Glass (Surrey) Ltd.,"Surrey,  BC V3W 0A8",Motor vehicle body repairers,Unknown,1,1,7322
British Columbia,Permanent Resident Only,Fit Nutrition Inc,"New Westminster,  BC V3M 1A9",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,Freight X Transport Inc,"Abbotsford,  BC V4X 2K6",Administrative officers,Unknown,1,1,1221
British Columbia,Permanent Resident Only,Fresh Coat Painting Ltd.,"Surrey,  BC V3S 1B4","Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,7205
British Columbia,Permanent Resident Only,Fusion Security Inc,"Burnaby,  BC V5C 6S7",Other services supervisors,Unknown,1,1,6316
British Columbia,Permanent Resident Only,Ganeev Construction Ltd,"Delta,  BC V4C 6K4",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Geazone - Strategic Ecopreneur Group Inc.,"Victoria,  BC V8T 1Z1","Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1,1215
British Columbia,Permanent Resident Only,Geazone - Strategic Ecopreneur Group Inc.,"Victoria,  BC V8T 1Z1",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Gemm Diesel Ltd.,"Salmon Arm,  BC V1E 1X3","Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,7321
British Columbia,Permanent Resident Only,Gg Athletics Ltd.,"Abbotsford,  BC V2T 5W8",Computer network technicians,Unknown,1,1,2281
British Columbia,Permanent Resident Only,Giant Logistics Inc.,"Surrey,  BC V3W 3H7","Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,7321
British Columbia,Permanent Resident Only,Gillco Tax & Accounting Inc.,"Surrey,  BC V3W 0E9",Accounting technicians and bookkeepers,Unknown,1,1,1311
British Columbia,Permanent Resident Only,Gillson Fresh Subs Ltd,"Maple Ridge,  BC V2X 8R9",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Gkl Enterprises Inc.,"Nanaimo,  BC V9R 5E2",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Gkl Hbay Enterprises Inc.,"Nanaimo,  BC V9T 5Y1",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Gladwin Optical Inc,"Abbotsford,  BC V2T 5T4",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,Global Gourmet Foods (2020) Inc.,"Richmond,  BC V6X 1T5",Chemical technologists and technicians,Unknown,1,1,2211
British Columbia,Permanent Resident Only,Gold Rush Pizza Inc.,"Port Coquitlam,  BC V3C 6N2",Food service supervisors,Unknown,2,2,6311
British Columbia,Permanent Resident Only,Golden Jubliee Foods,"West Vancouver,  BC V7T 1A1",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Grd Warehousing And Logistics Inc.,"Delta,  BC V4G 0A5",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Greater Vancouver Associate Stores Ltd.,"Vancouver,  BC V5Z 2T7",Retail and wholesale trade managers,Unknown,1,1,0621
British Columbia,Permanent Resident Only,Greens Organic And Natural Food Market Inc,"Vancouver,  BC V6J 1Z2",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,Guard Empire Security Services Ltd.,"Surrey,  BC V3W 1T6",Other services supervisors,Unknown,1,1,6316
British Columbia,Permanent Resident Only,Guildford Bottle Depot 2001 Ltd.,"Surrey,  BC V3R 1V9","Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,0,1215
British Columbia,Permanent Resident Only,Guinness Security Inc.,"Surrey,  BC V3W 3K4",Other services supervisors,Unknown,1,1,6316
British Columbia,Permanent Resident Only,H&M Sangha Enterprises Ltd.,"Surrey,  BC V3W 2E3",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Hap Enterprises Ltd,"Delta,  BC V4G 1G6",Administrative officers,Unknown,1,1,1221
British Columbia,Permanent Resident Only,Happy Lemon Holding Ltd.,"Vancouver,  BC V6E 1B5",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Hariom Enterprises Inc.,"Duncan,  BC V9L 4B4",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,Haven Fire Protection Ltd.,"Surrey,  BC V3W 1J3","Steamfitters, pipefitters and sprinkler system installers",Unknown,1,1,7252
British Columbia,Permanent Resident Only,Heathrow Security Ltd,"Surrey,  BC V3S 1Z3",Other repairers and servicers,Unknown,1,1,7445
British Columbia,Permanent Resident Only,Hefty Construction Ltd.,"Surrey,  BC V3X 3H9",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,High Think Drywall & Construction,"Surrey,  BC V3W 8P5","Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,7205
British Columbia,Permanent Resident Only,Hobin Foods Ltd.,"Victoria,  BC V8W 3M9",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Hoco Properties Inc.,"Prince George,  BC V2N 7A3",Executive housekeepers,Unknown,1,1,6312
British Columbia,Permanent Resident Only,Hothi Enterprises Ltd.,"Surrey,  BC V3W 1P8",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Immaculate Confection Ltd.,"Burnaby,  BC V5C 4E4",Accounting technicians and bookkeepers,Unknown,1,1,1311
British Columbia,Permanent Resident Only,Immer Eins Hospitality Ltd.,"Langley,  BC V1M 2C9",Food service supervisors,Unknown,2,2,6311
British Columbia,Permanent Resident Only,Intel Accounting And Business Advisors Inc.,"Surrey,  BC V3Z 6T3",Accounting technicians and bookkeepers,Unknown,1,1,1311
British Columbia,Permanent Resident Only,Jace Trucklines Ltd,"Surrey,  BC V3S 1X7",Administrative officers,Unknown,1,1,1221
British Columbia,Permanent Resident Only,Jayam Enterprises,"Vancouver,  BC V6K 4L3",Retail sales supervisors,Unknown,2,2,6211
British Columbia,Permanent Resident Only,Jd Global Services Ltd.,"Langley,  BC V2Y 0C6",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Jeet Framing & Construction Ltd.,"Kelowna,  BC V1X 6B6",Carpenters,Unknown,1,1,7271
British Columbia,Permanent Resident Only,Joo & Kim Cpa Inc.,"Burnaby,  BC V3N 4R7",Accounting technicians and bookkeepers,Unknown,1,1,1311
British Columbia,Permanent Resident Only,Kabir Enterprises Ltd.,"Vancouver,  BC V6A 0C1",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Kbrg Gas Ltd,"Richmond,  BC V6X 2C4",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,King Heating Products Inc,"Surrey,  BC V3Z 3X1",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Kings Of Media Inc,"Victoria,  BC V8Z 0B9",Accounting technicians and bookkeepers,Unknown,1,1,1311
British Columbia,Permanent Resident Only,Klsm Holdings Ltd,"Burnaby,  BC V5J 2A8",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Ksc 98 Enterprises Ltd.,"New Westminster,  BC V3L 5K7",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,Kss Drywall And Construction Ltd.,"Surrey,  BC V3V 4L4",Administrative officers,Unknown,1,1,1221
British Columbia,Permanent Resident Only,Langley Auto Detailing Centre Ltd.,"Langley,  BC V3A 7Z5",Administrative officers,Unknown,1,1,1221
British Columbia,Permanent Resident Only,"Langley Flying School, Inc.","Langley,  BC V2Y 2N3",Executive assistants,Unknown,1,1,1222
